land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room_size,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
319 sqm,300,5,3,Large,1,1,Yes,5.1,1,4,0,6.9,4.55,3,257297
162 sqm,143,3,1,Large,0,1,No,4.5,0,1,0,5.6,0.86,3,126006
153 sqm,135,3,3,Large,1,0,No,6.5,1,18,0,4.8,1.93,2,115932
462 sqm,451,6,7,Large,1,1,Yes,0.5,1,8,0,5.8,2.79,3,378390
288 sqm,268,4,4,Large,1,1,Yes,0.1,1,4,0,2.5,2.92,2,266133
296 sqm,265,4,5,Small,1,1,Yes,1.4,0,9,0,6.8,1.79,1,227185
215 sqm,191,3,1,Small,0,1,No,3.5,0,20,0,3.8,3.05,3,143477
271 sqm,238,4,3,Large,1,1,Yes,3.8,1,20,0,6.1,2.65,1,226495
148 sqm,132,1,2,Small,0,0,No,4.3,0,13,0,0.2,4.83,1,82225
360 sqm,318,5,5,Large,1,1,Yes,0.2,1,1,0,1.8,5.35,2,325864
267 sqm,244,5,5,Small,1,1,Yes,3.4,1,21,0,4.5,4.05,3,210471
208 sqm,193,3,1,Small,0,1,No,6.1,1,4,0,3.6,4.32,0,133612
263 sqm,243,5,3,Large,1,1,Yes,2.9,0,11,0,0.9,4.58,3,196636
187 sqm,169,2,1,Small,0,0,Yes,2.8,0,5,0,1.6,5.72,2,119541
330 sqm,312,5,2,Large,1,1,Yes,1.5,1,3,0,4.7,1.7,3,282510
310 sqm,271,5,2,Large,1,1,No,2.6,1,5,0,2.6,0.53,3,252888
322 sqm,306,5,5,Large,1,1,Yes,5.5,1,4,0,3.3,5.59,2,262696
297 sqm,277,5,2,Large,1,1,Yes,3.4,1,15,0,6.4,3.47,3,241813
198 sqm,172,4,2,Small,1,1,No,1.9,1,4,0,3.1,1.01,3,177584
234 sqm,205,5,3,Large,1,1,Yes,0.4,1,6,0,3.1,5.91,3,209917
301 sqm,298,5,2,Large,0,1,Yes,1.2,1,8,0,3.9,3.08,2,260909
117 sqm,102,1,1,Small,0,1,No,0.6,0,9,0,4.1,1.94,3,97087
194 sqm,182,4,3,Small,1,1,Yes,3.9,1,2,0,5.9,1.72,1,176801
287 sqm,259,4,5,Large,1,1,No,2.9,1,8,0,5.7,5.97,2,219636
409 sqm,403,6,7,Large,1,1,Yes,4.3,1,20,0,5.7,5.21,2,302855
107 sqm,103,1,1,Small,0,0,No,1.1,0,6,0,1.4,0.23,1,87009
442 sqm,417,6,4,Large,1,1,Yes,6.6,1,6,1,3.5,3.61,2,415335
204 sqm,200,3,1,Large,0,0,No,3.4,1,13,0,6.2,1.09,0,148077
183 sqm,160,3,1,Small,1,0,No,3.9,0,11,0,3.1,2.42,2,121004
158 sqm,146,3,2,Large,1,0,No,0.1,1,10,0,5.8,0.58,3,144329
279 sqm,251,5,2,Large,1,1,Yes,6.3,0,14,0,0.9,5.18,3,198409
236 sqm,227,3,1,Large,0,1,No,3.8,0,11,0,6.7,2.27,1,161413
287 sqm,280,5,4,Large,1,1,Yes,4.2,1,11,0,3.3,1.17,2,258554
157 sqm,147,2,2,Small,1,0,No,4.6,0,11,0,2.5,4.35,2,99047
233 sqm,204,3,4,Large,1,0,Yes,6.8,1,12,0,0.3,4.69,0,184289
195 sqm,176,3,2,Small,0,0,No,0.5,1,1,0,6.7,4.96,0,127019
179 sqm,161,3,4,Small,1,0,Yes,4.2,0,10,0,3.4,1.91,3,138309
141 sqm,120,2,2,Small,1,0,No,3.2,0,4,0,1.1,4.89,2,86112
225 sqm,216,4,3,Small,1,1,Yes,5.7,1,17,0,6.6,4.82,3,159535
464 sqm,425,6,4,Large,1,1,Yes,1.9,1,6,0,2.5,0.02,2,411918
271 sqm,253,5,3,Large,1,1,Yes,0.9,1,11,0,6.5,2.59,2,242661
441 sqm,381,6,7,Large,1,1,Yes,5.2,1,20,0,4.8,0.7,2,364838
237 sqm,221,4,4,Large,1,1,No,2.7,1,16,0,0.8,2.74,2,189172
197 sqm,172,4,2,Large,1,1,Yes,1.9,1,22,0,5.5,0.73,1,188114
122 sqm,106,2,1,Large,1,0,Yes,2.2,0,20,0,3.5,2.01,2,105860
127 sqm,115,1,1,Large,1,0,Yes,5.6,0,21,0,6.4,1.47,1,97168
351 sqm,317,5,4,Large,1,1,Yes,2.6,1,7,0,4.5,2.13,2,308320
362 sqm,353,6,5,Large,1,1,Yes,5.3,1,18,0,4.2,4.66,2,277345
252 sqm,248,4,2,Large,1,1,Yes,1.7,1,16,0,0.3,0.2,1,230307
200 sqm,193,4,3,Large,1,1,Yes,4.7,1,22,0,4.5,3.18,2,167135
283 sqm,281,5,5,Large,0,1,Yes,1.5,1,16,0,4.4,2.34,3,236414
239 sqm,215,5,2,Large,1,1,Yes,2.7,1,10,0,1.3,0.51,3,218695
143 sqm,137,2,1,Large,1,1,No,0.5,0,8,0,3.5,1.56,1,121905
568 sqm,545,8,8,Large,1,1,Yes,4.3,1,19,0,1.3,5.17,3,417856
293 sqm,255,4,3,Large,1,1,No,1.4,1,3,0,5.8,4.04,3,225575
269 sqm,262,5,2,Large,1,0,Yes,2.9,1,11,0,2.7,3.82,2,227495
229 sqm,203,3,2,Large,1,0,No,1.4,0,5,0,4.7,0.42,3,166727
205 sqm,182,3,4,Large,1,1,No,2.2,1,21,0,5.7,0.21,2,181069
255 sqm,243,4,4,Large,1,1,Yes,5.1,1,17,0,6.6,0.07,3,215751
304 sqm,270,4,5,Large,1,1,Yes,3.9,1,21,0,3.4,4.83,2,244839
182 sqm,160,2,2,Small,0,1,No,5.5,0,14,0,1.4,1.53,1,130237
307 sqm,286,4,5,Large,1,1,Yes,3.6,1,4,0,6.7,1.18,3,255094
125 sqm,107,2,2,Small,1,0,Yes,3.1,0,19,0,6.8,4.88,2,88005
182 sqm,177,2,1,Small,0,0,No,6.2,1,20,0,0.3,4.32,1,116425
566 sqm,488,7,7,Large,1,1,Yes,3.6,1,9,0,6.9,4.08,3,431578
256 sqm,233,4,2,Large,1,0,Yes,1.6,1,21,0,3.3,0.25,1,218494
343 sqm,300,5,3,Large,1,1,Yes,4.9,1,2,0,0.9,5.65,2,288076
218 sqm,202,3,3,Large,0,0,No,2.3,0,1,0,5.6,4.9,1,140124
164 sqm,163,3,3,Small,0,0,Yes,6.6,1,16,0,3.9,2.96,3,123944
167 sqm,159,3,2,Large,1,1,No,4.4,0,1,0,1.1,5.15,0,117403
326 sqm,299,5,4,Large,1,1,Yes,1.6,1,13,0,1.7,4.77,3,257581
328 sqm,323,5,5,Small,1,1,Yes,0.7,1,6,0,0.3,0.41,3,286441
320 sqm,282,6,6,Large,1,1,Yes,0.2,1,1,0,1.9,1.81,2,304855
240 sqm,210,5,3,Large,1,1,Yes,1.5,1,2,0,0.3,5.1,2,226802
203 sqm,200,3,4,Large,0,1,No,0.7,1,9,0,4.9,4.12,2,162074
331 sqm,299,5,3,Large,1,1,Yes,0.9,1,7,0,2.9,1.01,2,311313
130 sqm,112,1,2,Large,0,0,No,2.4,0,15,0,2.1,1.39,3,85673
528 sqm,484,7,8,Large,1,1,Yes,2.1,1,18,0,5.5,4.37,3,404984
254 sqm,249,5,5,Large,1,1,Yes,1.7,1,2,0,6.4,2.84,2,230150
278 sqm,262,4,3,Small,1,1,No,4.3,1,11,0,2.6,2.51,2,221619
195 sqm,194,4,2,Large,0,1,Yes,1.9,0,14,0,4.9,5.11,3,131331
107 sqm,97,1,1,Large,0,0,No,1.1,0,1,0,6.8,2.74,3,70753
197 sqm,176,4,4,Large,1,1,Yes,4.5,1,17,0,0.1,1.42,3,188162
280 sqm,255,4,3,Large,1,1,Yes,0.2,0,10,0,5.6,3.24,1,227408
124 sqm,123,1,2,Large,0,0,No,6.8,0,19,0,2.3,1.23,1,73492
281 sqm,271,4,5,Large,1,1,Yes,6.2,1,20,0,5.1,4.16,3,221321
239 sqm,234,3,2,Large,0,1,No,5.4,0,1,0,0.4,1.41,0,173067
253 sqm,248,4,3,Large,1,1,Yes,1.5,1,21,0,5.1,2.91,2,210825
102 sqm,99,1,1,Large,0,0,No,3.3,0,11,0,6.1,1.4,3,68266
323 sqm,283,5,4,Large,1,1,Yes,5.5,1,7,0,3.9,4.04,2,265222
166 sqm,157,2,3,Small,1,0,No,0.4,0,1,0,1.7,2.87,2,136777
301 sqm,298,6,7,Large,1,1,Yes,2.6,1,9,0,2.8,1.69,2,278254
248 sqm,242,4,3,Large,1,1,No,0.3,1,12,0,2.1,5.43,1,199657
186 sqm,186,3,1,Large,0,0,Yes,2.5,1,5,0,6.5,5.31,2,138582
285 sqm,284,5,2,Large,1,1,Yes,2.9,1,21,0,3.9,4.4,3,210318
335 sqm,305,5,5,Large,1,1,Yes,5.3,0,14,0,2.5,0.59,2,259909
262 sqm,252,5,3,Large,1,1,Yes,5.9,1,13,0,4.6,0.68,3,222899
120 sqm,104,1,1,Small,0,0,No,1.8,0,1,0,6.3,1.78,3,79769
572 sqm,523,7,5,Large,1,1,Yes,0.7,1,5,0,6.7,3.38,3,459856
100 sqm,92,1,2,Small,0,0,No,5.1,0,4,0,2.9,3.98,1,53295
135 sqm,116,1,1,Small,0,0,No,1.9,0,9,0,1.7,5.29,3,74426
231 sqm,208,4,3,Large,1,0,Yes,1.3,1,9,0,0.3,0.85,2,217826
220 sqm,216,4,2,Large,1,1,Yes,4.2,1,6,0,6.2,3.09,1,184168
291 sqm,262,4,3,Large,1,1,Yes,1.3,1,5,0,1.4,2.05,1,269946
281 sqm,263,5,4,Large,1,1,Yes,3.1,1,18,0,6.9,3.09,3,227872
203 sqm,176,4,4,Large,1,1,No,2.5,1,10,0,4.5,0.19,1,178786
436 sqm,405,7,8,Large,1,1,Yes,2.5,1,19,1,5.9,1.68,3,396899
216 sqm,213,3,3,Large,0,0,Yes,2.9,1,15,0,2.9,2.72,0,176814
234 sqm,230,4,5,Large,1,1,Yes,6.6,1,13,0,0.9,3.5,3,190652
128 sqm,127,1,2,Small,0,0,No,2.3,0,3,0,5.6,2.86,2,83347
114 sqm,109,1,2,Large,0,0,No,1.1,1,10,0,2.1,0.22,2,100557
320 sqm,318,5,5,Large,0,1,No,5.6,1,11,0,6.4,5.95,2,231120
221 sqm,188,3,3,Large,0,0,No,3.5,1,4,0,3.6,5.93,1,153235
297 sqm,278,4,4,Large,1,1,No,2.6,1,16,0,0.6,0.28,3,246672
211 sqm,196,4,5,Large,1,1,Yes,6.1,0,19,0,4.6,4.72,1,153837
105 sqm,95,1,2,Large,1,0,No,5.6,0,16,0,0.2,3.52,3,66279
126 sqm,122,2,2,Small,0,0,No,2.5,0,1,0,2.3,3.13,1,87588
201 sqm,173,4,5,Large,1,1,No,4.6,1,9,1,6.7,1.42,1,193927
274 sqm,256,4,3,Large,1,0,Yes,3.2,1,10,0,2.7,1.72,3,232699
220 sqm,206,4,4,Small,1,1,Yes,1.9,1,5,0,3.8,2.01,3,199359
192 sqm,182,4,3,Large,1,1,Yes,1.2,1,18,0,2.6,4.89,3,165613
214 sqm,193,4,3,Large,1,1,No,0.2,1,16,0,2.9,4.56,3,168123
298 sqm,277,4,5,Large,1,1,Yes,6.6,1,8,0,6.8,4.83,1,236278
302 sqm,287,5,3,Large,1,1,Yes,4.6,1,13,0,1.7,1.88,3,253821
161 sqm,141,2,1,Small,0,0,No,1.3,0,4,0,6.5,3.46,2,105808
174 sqm,160,3,3,Large,1,1,No,0.2,1,19,0,4.9,1.89,0,155713
265 sqm,227,4,2,Large,1,1,Yes,6.2,0,2,0,5.8,4.77,3,194080
236 sqm,229,4,5,Large,1,1,Yes,2.5,1,4,0,4.5,3.49,1,196964
180 sqm,176,3,4,Large,0,0,No,3.4,1,10,0,3.9,1.02,1,146738
249 sqm,234,4,2,Large,1,1,Yes,2.1,0,14,0,0.7,4.15,3,194242
324 sqm,289,6,5,Large,1,1,Yes,0.5,1,8,0,1.9,1.63,3,290058
119 sqm,118,1,2,Small,0,1,No,0.3,1,15,0,4.2,4.43,3,88889
255 sqm,247,4,3,Large,1,0,Yes,3.6,0,1,0,5.7,3.81,3,185321
305 sqm,291,4,3,Large,1,1,No,2.3,1,6,0,4.2,0.76,1,243836
310 sqm,281,4,5,Large,1,1,Yes,0.4,1,9,0,2.6,5.4,3,261909
184 sqm,182,3,4,Large,0,1,No,2.9,0,8,0,2.4,4.24,0,121576
247 sqm,246,5,5,Large,0,1,Yes,0.8,0,1,0,0.2,2.75,3,212976
157 sqm,146,3,1,Large,1,0,No,1.8,1,3,0,6.3,1.5,2,135090
133 sqm,129,1,1,Large,0,0,No,6.2,0,2,0,2.8,1.53,3,86156
209 sqm,197,3,3,Large,1,0,Yes,3.1,1,3,0,2.7,4.75,2,177043
155 sqm,144,3,3,Large,0,0,Yes,5.1,1,7,1,2.5,2.78,3,144837
490 sqm,418,7,6,Small,1,1,Yes,6.9,1,18,0,0.1,2.51,3,374171
185 sqm,165,2,1,Large,1,0,Yes,4.5,0,19,0,1.9,4.6,1,132039
310 sqm,269,4,5,Large,1,1,No,5.7,1,17,0,6.4,0.76,1,240625
305 sqm,292,5,5,Large,1,1,Yes,3.6,1,11,0,1.6,3.87,2,254621
150 sqm,131,3,4,Small,1,1,No,0.6,1,6,0,6.3,1.4,1,145113
229 sqm,200,4,5,Large,1,1,Yes,5.5,0,16,0,2.1,1.1,3,185230
248 sqm,224,4,2,Large,1,0,Yes,4.6,1,18,0,5.4,4.33,1,187695
104 sqm,102,1,1,Large,0,0,No,1.6,0,3,0,0.2,1.41,3,78341
262 sqm,246,5,4,Large,1,1,Yes,2.7,1,15,0,0.4,4.87,2,222284
298 sqm,280,4,4,Large,1,1,Yes,0.3,1,22,0,3.9,3.73,3,240792
235 sqm,230,3,1,Large,0,1,No,5.5,0,21,0,6.4,0.64,0,150393
306 sqm,270,4,4,Small,1,0,No,3.5,1,9,0,2.4,3.7,1,219790
340 sqm,291,5,5,Large,1,1,No,0.3,1,5,1,6.1,1.16,2,340865
220 sqm,206,4,3,Large,1,1,No,4.3,0,11,0,0.8,4.99,1,144037
175 sqm,150,3,2,Small,1,1,No,1.4,0,12,0,2.4,4.07,0,127184
182 sqm,164,3,1,Small,0,0,Yes,6.5,1,5,0,1.8,4.54,1,133826
248 sqm,214,5,5,Large,1,1,Yes,0.3,1,16,0,0.8,4.65,2,233531
261 sqm,236,5,3,Small,1,1,Yes,3.4,1,12,0,4.2,1.86,3,225377
198 sqm,194,4,5,Small,1,0,Yes,2.5,1,22,0,4.1,4.41,1,143747
324 sqm,309,5,4,Large,1,1,Yes,4.5,1,4,0,1.6,1.64,2,279694
230 sqm,210,3,1,Small,0,0,Yes,2.2,0,11,0,6.9,1.12,3,164164
462 sqm,421,6,6,Large,1,1,Yes,1.6,1,3,0,5.3,0.94,2,396225
201 sqm,196,4,5,Large,1,1,Yes,2.4,0,18,0,2.7,0.69,2,171844
205 sqm,179,4,5,Large,1,1,Yes,5.5,0,15,0,1.1,4.24,2,157308
195 sqm,194,3,3,Small,0,0,Yes,1.8,0,15,0,4.2,3.14,3,143939
309 sqm,295,4,5,Large,1,1,Yes,3.8,1,16,0,5.5,3.84,1,248555
190 sqm,186,4,4,Large,0,1,Yes,0.2,1,4,0,1.1,5.31,2,173162
284 sqm,284,4,2,Large,1,1,No,0.7,1,3,0,4.9,4.37,2,234014
287 sqm,274,4,3,Large,1,1,Yes,6.1,0,10,0,4.6,3.11,1,211898
275 sqm,240,4,3,Small,1,1,No,5.8,1,11,0,4.6,1.49,2,213438
354 sqm,310,5,2,Large,1,1,Yes,2.7,1,3,0,6.4,4.6,2,305046
153 sqm,134,3,3,Large,1,1,No,0.7,1,5,0,5.6,1.15,2,145517
160 sqm,160,3,4,Small,0,0,No,3.5,0,21,0,5.4,0.97,0,102818
220 sqm,195,4,3,Large,1,0,Yes,1.3,1,11,0,3.8,0.18,3,198341
186 sqm,171,2,3,Small,1,0,Yes,5.7,0,22,0,1.7,0.96,1,140878
149 sqm,144,2,2,Small,0,0,No,6.5,1,2,0,6.6,2.38,1,103781
211 sqm,200,3,3,Large,1,0,Yes,6.6,0,21,0,3.3,3.25,2,147273
177 sqm,155,2,3,Small,0,0,No,5.5,0,5,0,5.6,0.88,2,121225
161 sqm,156,2,3,Large,0,1,No,2.1,0,4,0,1.5,0.15,2,129695
351 sqm,322,5,2,Large,1,1,Yes,5.6,0,19,0,3.8,1.34,2,258874
272 sqm,252,4,3,Large,1,1,Yes,3.2,1,16,0,6.2,2.06,3,226694
283 sqm,281,5,4,Large,0,1,Yes,5.3,1,22,0,6.1,4.2,3,202777
210 sqm,192,3,4,Large,1,1,No,1.5,0,4,0,2.2,1.7,1,173543
240 sqm,237,5,3,Large,1,1,Yes,0.6,1,13,0,5.2,5.09,2,210014
437 sqm,425,6,6,Large,1,1,Yes,6.8,0,5,0,6.1,4.36,2,310372
215 sqm,207,3,4,Large,1,0,No,6.3,0,2,0,4.7,2.89,2,143788
227 sqm,220,4,2,Large,1,0,Yes,3.4,1,15,0,6.8,4.86,2,179810
209 sqm,189,4,5,Large,1,1,Yes,4.6,0,1,0,5.6,5.77,2,155880
290 sqm,265,4,4,Large,1,1,Yes,3.9,1,8,0,2.4,2.89,3,237183
449 sqm,426,7,5,Large,1,1,Yes,3.3,1,22,0,3.8,2.51,2,360259
110 sqm,104,1,2,Small,1,0,No,2.5,0,7,1,3.5,3.68,3,85428
171 sqm,171,3,4,Large,0,0,Yes,0.4,1,7,0,2.8,1.39,3,165549
303 sqm,285,4,4,Small,1,1,Yes,2.3,0,15,0,5.7,4.48,3,201629
222 sqm,190,3,1,Large,1,1,No,3.7,1,1,0,4.6,0.69,2,201319
284 sqm,249,4,2,Large,1,1,Yes,1.1,1,4,0,3.7,1.64,1,247940
213 sqm,213,4,5,Small,1,0,Yes,5.8,1,2,0,3.1,3.45,3,173587
216 sqm,186,4,3,Large,1,1,Yes,1.5,0,8,0,5.9,3.97,2,185524
216 sqm,191,4,2,Large,1,1,Yes,0.4,0,20,0,5.4,3.1,1,179958
111 sqm,105,1,1,Small,0,0,Yes,2.9,0,4,0,5.2,3.24,3,78687
211 sqm,210,3,1,Large,0,0,Yes,6.2,1,1,0,5.6,3.78,3,172459
243 sqm,229,4,2,Large,1,1,Yes,5.7,1,5,1,0.4,3.44,1,233672
265 sqm,251,4,5,Large,1,1,No,4.6,0,22,0,1.8,2.27,2,182197
503 sqm,456,7,8,Large,1,1,Yes,2.6,1,8,0,0.9,4.58,2,420070
234 sqm,215,4,5,Large,1,1,Yes,5.8,0,22,0,4.2,2.08,2,182166
192 sqm,174,4,4,Large,1,1,Yes,0.8,1,22,0,1.1,1.49,3,186018
197 sqm,196,4,3,Large,0,0,Yes,0.6,0,16,0,1.3,4.58,2,151069
280 sqm,265,5,2,Large,1,1,Yes,6.9,1,9,0,0.4,1.35,2,253737
156 sqm,142,2,1,Small,1,0,No,6.8,0,11,0,2.7,5.08,2,84227
214 sqm,204,4,5,Large,1,1,Yes,1.9,1,12,0,3.2,1.77,3,197779
291 sqm,275,5,4,Large,1,1,Yes,6.8,0,13,0,2.6,5.61,2,205910
190 sqm,185,3,3,Small,0,1,No,1.1,1,11,0,6.8,5.87,0,124746
255 sqm,243,4,5,Large,1,1,Yes,6.4,1,15,0,4.9,5.72,3,190331
196 sqm,196,4,2,Large,0,1,Yes,0.4,0,12,0,2.6,3.25,3,156904
266 sqm,253,4,2,Large,1,1,Yes,6.2,0,17,0,2.4,0.05,2,215081
273 sqm,266,5,5,Large,1,1,Yes,1.6,0,4,0,1.5,4.76,2,209891
154 sqm,150,2,2,Large,0,1,No,3.3,0,1,0,3.2,0.62,2,116593
216 sqm,193,4,4,Large,1,1,Yes,6.8,1,16,0,4.7,4.28,3,165105
127 sqm,117,1,1,Small,1,0,No,6.8,0,17,1,3.4,4.01,3,84303
238 sqm,213,3,3,Large,0,1,No,2.2,1,9,0,5.4,5.4,0,152373
235 sqm,231,4,2,Large,1,1,Yes,5.7,1,22,0,0.8,0.37,2,209281
145 sqm,135,1,2,Small,0,0,No,6.1,0,15,0,3.2,5.56,1,61318
287 sqm,264,4,4,Large,1,1,Yes,2.8,0,3,0,1.1,2.46,2,219809
197 sqm,184,3,1,Small,1,1,No,0.8,0,18,0,3.2,0.54,1,152422
256 sqm,255,5,3,Large,1,1,Yes,3.3,1,22,0,3.6,2.29,2,198453
199 sqm,175,3,4,Large,0,0,Yes,3.6,0,11,0,5.3,4.59,1,132833
216 sqm,188,4,5,Large,1,1,Yes,5.5,0,15,0,3.1,0.14,3,174047
123 sqm,106,2,2,Small,0,1,No,0.8,1,2,1,3.2,5.45,2,101299
608 sqm,540,8,8,Large,1,1,Yes,3.9,1,5,0,5.7,1.4,3,486355
292 sqm,253,4,3,Large,1,1,Yes,0.2,0,15,0,2.6,1.19,3,242201
123 sqm,110,1,1,Large,0,0,No,1.8,0,14,0,1.4,0.51,3,89598
215 sqm,200,3,2,Small,0,1,No,0.2,1,18,0,1.8,4.66,2,170935
162 sqm,149,3,4,Large,1,1,No,4.7,0,4,0,1.1,1.75,2,133674
482 sqm,451,7,7,Large,1,1,Yes,2.9,1,2,0,0.2,0.66,3,421715
148 sqm,143,1,1,Small,0,1,No,1.4,0,1,0,6.9,0.98,1,115261
112 sqm,106,1,2,Large,0,0,No,6.1,0,6,0,5.4,0.35,2,76727
185 sqm,177,2,2,Small,1,0,No,1.9,0,16,0,2.9,2.5,2,120038
262 sqm,224,4,4,Large,1,1,Yes,0.1,1,20,0,2.6,4.04,2,235567
468 sqm,448,7,7,Large,1,1,Yes,4.9,1,17,0,1.2,2.94,3,357357
233 sqm,219,4,3,Large,1,1,Yes,6.9,1,22,0,6.5,1.89,3,188836
255 sqm,237,5,2,Large,1,1,Yes,5.7,1,15,0,1.9,3.03,3,204881
226 sqm,222,4,5,Small,1,1,Yes,2.6,1,6,0,0.6,2.32,2,203885
126 sqm,125,2,3,Large,0,0,No,3.7,0,1,0,2.7,3.08,1,84656
184 sqm,183,3,2,Small,0,0,No,4.5,1,22,0,0.7,2.83,1,130044
436 sqm,407,6,6,Large,1,1,Yes,2.8,1,6,0,5.7,2.04,3,357423
445 sqm,381,7,7,Large,1,1,Yes,6.5,1,1,0,5.1,1.87,3,368681
307 sqm,304,4,4,Large,0,1,Yes,3.7,1,14,0,0.3,2.89,1,249005
182 sqm,180,3,4,Small,0,0,Yes,0.3,0,8,0,4.9,0.41,3,158900
247 sqm,219,4,2,Large,1,1,Yes,2.6,1,3,0,0.7,4.52,2,212947
329 sqm,318,5,3,Large,1,1,Yes,1.1,1,5,0,6.6,4.8,2,268029
131 sqm,116,1,2,Small,1,0,Yes,6.3,0,12,0,2.9,0.78,1,111059
343 sqm,331,6,6,Large,1,1,Yes,4.7,1,10,1,2.7,5.43,3,302928
198 sqm,189,4,5,Large,1,1,Yes,0.5,1,15,0,5.7,1.71,2,192470
572 sqm,504,7,8,Large,1,1,Yes,0.2,1,3,0,0.1,3.79,3,472340
243 sqm,216,5,4,Large,1,1,Yes,3.8,1,5,0,5.9,3.09,2,217008
171 sqm,163,2,2,Small,0,0,No,2.4,0,18,0,3.1,0.45,2,121058
177 sqm,168,3,2,Small,1,0,No,6.3,0,15,0,2.8,3.77,2,104110
327 sqm,323,5,4,Large,0,1,Yes,1.8,1,8,0,1.9,3.48,2,265939
215 sqm,208,4,5,Large,1,1,Yes,0.9,0,20,0,3.6,5.79,2,149693
244 sqm,224,4,5,Large,1,1,Yes,1.2,1,3,0,4.3,3.84,3,199208
169 sqm,157,2,3,Small,1,0,Yes,1.7,0,2,0,4.3,5.77,2,113750
338 sqm,329,5,4,Large,1,1,Yes,1.7,1,3,0,3.7,3.21,3,275082
109 sqm,103,1,2,Large,1,0,No,4.7,0,10,0,3.6,2.93,2,76188
171 sqm,146,2,1,Small,0,0,Yes,6.3,0,18,0,6.4,3.66,1,97592
213 sqm,196,4,2,Small,1,1,Yes,0.9,1,11,0,1.6,5.32,1,172339
425 sqm,409,7,6,Large,1,1,Yes,3.3,1,21,0,2.7,4.84,3,308761
190 sqm,163,2,1,Large,1,0,No,4.1,0,7,0,0.8,5.38,1,103376
275 sqm,256,5,3,Large,1,1,No,2.3,0,21,0,1.2,2.73,3,184489
249 sqm,233,4,4,Large,1,1,Yes,6.9,1,21,0,3.2,0.7,1,212343
212 sqm,198,4,2,Large,1,1,Yes,0.4,1,6,0,5.6,3.41,2,195525
230 sqm,224,3,3,Small,1,0,Yes,3.5,0,9,0,5.9,2.96,1,165106
185 sqm,162,2,1,Small,1,1,No,6.2,0,19,0,6.5,2.53,2,126474
234 sqm,210,5,2,Large,1,1,Yes,5.6,1,5,1,1.1,5.16,2,213208
423 sqm,422,7,8,Large,1,1,Yes,3.8,1,12,0,2.7,0.69,3,356486
137 sqm,119,2,2,Small,1,1,No,6.9,0,1,0,5.2,4.64,1,79894
173 sqm,159,3,3,Large,1,0,No,3.6,1,22,0,4.9,5.74,2,115374
291 sqm,278,5,2,Large,1,1,No,3.7,1,5,0,4.5,3.58,3,212501
237 sqm,202,3,4,Small,1,1,No,6.8,1,2,0,1.1,0.29,2,207823
303 sqm,289,4,4,Large,1,1,Yes,6.6,0,1,1,1.4,4.08,1,264957
123 sqm,118,1,2,Small,0,0,No,2.8,0,4,0,3.9,1.69,2,87301
169 sqm,151,2,3,Large,0,0,No,1.7,0,21,0,5.1,4.9,1,84479
298 sqm,262,4,3,Large,1,1,Yes,3.3,0,18,0,0.6,2.5,1,224957
250 sqm,239,4,4,Small,1,0,Yes,5.9,1,13,0,5.6,5.78,1,179020
190 sqm,186,4,3,Large,1,1,No,5.3,1,3,0,0.3,2.07,1,156344
136 sqm,119,1,2,Small,1,0,No,6.1,0,6,0,6.4,3.9,2,78766
162 sqm,148,3,2,Small,1,1,No,2.6,0,6,0,1.5,1.28,1,121027
297 sqm,278,5,3,Large,1,0,Yes,5.7,1,18,0,4.2,3.8,3,211519
471 sqm,413,7,5,Large,1,1,Yes,1.9,1,18,0,2.3,4.18,2,377323
145 sqm,127,2,2,Small,0,1,No,3.2,0,2,0,4.8,5.48,2,72141
307 sqm,294,4,4,Large,1,1,Yes,0.8,0,5,0,0.1,4.48,3,241911
234 sqm,228,5,5,Large,1,1,Yes,1.1,1,12,0,1.4,3.91,3,191498
181 sqm,160,2,3,Small,0,0,Yes,5.5,0,18,0,2.6,4.87,1,107504
421 sqm,403,6,7,Large,1,1,Yes,1.3,1,20,0,3.9,4.86,2,331830
260 sqm,245,5,2,Large,1,1,Yes,1.1,0,17,0,1.9,4.27,2,190587
349 sqm,335,5,5,Large,1,1,No,1.4,1,3,0,4.6,4.85,3,249710
360 sqm,341,5,3,Large,1,1,Yes,4.5,1,17,0,6.9,4.87,2,283059
121 sqm,114,1,2,Large,0,0,No,0.3,1,2,0,5.2,0.57,1,113854
174 sqm,155,2,1,Small,1,0,Yes,2.7,1,19,0,5.7,4.95,2,132350
323 sqm,275,5,3,Large,1,0,Yes,3.4,1,13,0,5.7,0.48,3,264192
194 sqm,192,3,3,Large,0,0,Yes,5.4,1,2,0,5.9,3.29,0,146221
239 sqm,215,3,4,Small,1,0,Yes,0.2,1,17,0,3.5,4.09,3,195369
209 sqm,202,3,4,Large,1,0,No,3.8,0,1,0,5.7,3.47,0,138174
255 sqm,246,5,3,Large,1,1,Yes,3.8,1,20,0,3.5,2.46,2,215669
141 sqm,122,1,2,Large,1,0,No,4.4,0,19,0,1.6,3.99,3,85366
303 sqm,294,4,3,Large,1,1,Yes,5.6,1,20,0,2.2,5.53,2,221294
130 sqm,121,1,2,Small,0,1,No,2.4,0,1,0,2.3,3.24,3,84554
